url,image,name
fullnews.php?news=1935,,СВІТЛА НАДІЯ ВЕЛИКОДНЯ: ВОЛОНТЕРИ ЧДБК ПРИВІТАЛИ РОДИНИ ПЕРЕСЕЛЕНЦІВ З М.СЄВЄРОДОНЕЦЬК
,images/news/1933_1.jpg,""
fullnews.php?news=1933,,Привітання з нагоди Великодня
,images/news/1932_1.jpg,""
fullnews.php?news=1932,,ВЕЛИКОДНІ ПОДАРУНКИ ДЛЯ СТУДЕНТІВ: ДОПОМОГА ТА ПІДТРИМКА ВІД ЗАКОРДОННИХ ПАРТНЕРІВ БІЗНЕС-КОЛЕДЖУ
,images/news/1930_1.jpg,""
fullnews.php?news=1930,,ТРЕНІНГ-ПРАКТИКУМ З ОЦІНКИ КОНКУРЕНТОСПРОМОЖНОСТІ ПРОДУКЦІЇ ВІД «BUSINESS CLUB»
,images/news/1931_1.jpg,""
fullnews.php?news=1931,,ЗАХОДИ ДО МІЖНАРОДНОГО ДНЯ ПОЛЬОТУ ЛЮДИНИ В КОСМОС
,images/news/1928_1.jpg,""
fullnews.php?news=1928,,ГОСТЬОВА ЛЕКЦІЯ З ПРАКТИКУЮЧИМ МАРКЕТОЛОГОМ
,images/news/1929_1.jpg,""
fullnews.php?news=1929,,СТУДЕНТИ НАВЧАЛИСЯ МИСТЕЦТВА ПРЕЗЕНТАЦІЇ БРЕНДІВ
,images/news/1926_1.jpg,""
fullnews.php?news=1926,,ЕКСКУРСІЯ НА ТОВ «ШВЕЙНА ФАБРИКА ВІД»
,images/news/1927_1.jpg,""
fullnews.php?news=1927,,НАУКОВЦІ ЧДБК ОТРИМАЛИ АВТОРСЬКІ ПРАВА НА ОПУБЛІКОВАНУ СТАТТЮ 
,images/news/1925_1.jpg,""
fullnews.php?news=1925,,СЕРІЯ МАЙСТЕР-КЛАСІВ З ПИСАНКАРСТВА
,images/news/1924_1.jpg,""
fullnews.php?news=1924,,ВІДКРИТА ЗУСТРІЧ З ЕКСПЕРТАМИ НАЗЯВО
,images/news/1923_1.jpg,""
fullnews.php?news=1923,,У БІЗНЕС-КОЛЕДЖІ СТВОРИЛИ ФОНД ПІДТРИМКИ ВОЇНІВ ЗСУ
,images/news/1922_1.jpg,""
fullnews.php?news=1922,,СПОРТИВНИЙ ТИМБІЛДИНГ ОРГАНІЗУВАЛА СТУДЕНТСЬКА РАДА БІЗНЕС-КОЛЕДЖУ
,images/news/1919_1.jpg,""
fullnews.php?news=1919,,ВІТАЄМО КОЛЕГ З ВРУЧЕННЯМ ПОЧЕСНИХ ВІДЗНАК!
,images/news/1920_1.jpg,""
fullnews.php?news=1920,,У БІЗНЕС-КОЛЕДЖІ ВІДБУЛАСЯ РОБОЧА ЗУСТРІЧ З НАРОДНИМ ДЕПУТАТОМ УКРАЇНИ ЛЮБОВ’Ю ШПАК
,images/news/1918_1.jpg,""
fullnews.php?news=1918,,ВІТАЄМО З ПРИСВОЄННЯМ КВАЛІФІКАЦІЙНИХ КАТЕГОРІЙ!
,images/news/1921_1.jpg,""
fullnews.php?news=1921,,ЗАСІДАНННЯ ВЧЕНОЇ РАДИ
,images/news/1916_1.jpg,""
fullnews.php?news=1916,,НОВІ ЄВРОПЕЙСЬКІ ПАРТНЕРИ БІЗНЕС-КОЛЕДЖУ!
,images/news/1914_1.jpg,""
fullnews.php?news=1914,,"536 ТИС ГРН – МІСЯЧНИЙ СТИПЕНДІАЛЬНИЙ ФОНД 
ЧДБК У БЕРЕЗНІ
"
,images/news/1915_1.jpg,""
fullnews.php?news=1915,,ТРИВАЄ АНГЛОМОВНИЙ КУРС  «ВСТУП ДО ГЛИБИННОГО НАВЧАННЯ»
,images/news/1917_1.jpg,""
fullnews.php?news=1917,,УКРАЇНСЬКІ ВЧЕНІ МАЮТЬ ЗМОГУ БЕЗКОШТОВНО ПУБЛІКУВАТИ СТАТТІ У ЖУРНАЛАХ ВИДАВНИЦТВА «BENTHAM SCIENCE PUBLISHERS»
,images/news/1913_1.jpg,""
fullnews.php?news=1913,,ПСИХОЛОГІЧНИЙ ТРЕНІНГ ДЛЯ СТУДЕНТІВ БІЗНЕС-КОЛЕДЖУ
,images/news/1912_1.jpg,""
fullnews.php?news=1912,,ВИКЛАДАЧ КОЛЕДЖУ ВИСТУПИЛА НА КОНФЕРЕЦІЇ З ТЕМОЮ ПРО ПЕРЕКЛАДАЦЬКІ МОЖЛИВОСТІ CHATGPT
,images/news/1910_1.jpg,""
fullnews.php?news=1910,,НОВИЙ ВЕКТОР РОЗВИТКУ ОСВІТНЬОЇ ДІЯЛЬНОСТІ ЧДБК
,images/news/1909_1.jpg,""
fullnews.php?news=1909,,ЗУСТРІЧ СТУДЕНТІВ БІЗНЕС-КОЛЕДЖУ З НАРОДНИМ ДЕПУТАТОМ УКРАЇНИ
,images/news/1911_1.jpg,""
fullnews.php?news=1911,,ХV СТУДЕНТСЬКА НАУКОВО-ПРАКТИЧНА КОНФЕРЕНЦІЯ «ТЕНДЕНЦІЇ РОЗВИТКУ ІТ-ТЕХНОЛОГІЙ В УКРАЇНІ»
,images/news/1906_1.jpg,""
fullnews.php?news=1906,,КОНКУРС ЧИТЦІВ ПАТРІОТИЧНОЇ ПОЕЗІЇ 
,images/news/1907_1.jpg,""
fullnews.php?news=1907,,ДЕНЬ ПОЕЗІЇ В ЧДБК
,images/news/1904_1.jpg,""
fullnews.php?news=1904,,"Вітання із захистом докторської дисертації!
"
,images/news/1905_1.jpg,""
fullnews.php?news=1905,,ПРОДОВЖУЄТЬСЯ СЕРІЯ ВІДКРИТИХ ЛЕКЦІЙ «СТУД ІТ ОПЕН»
,images/news/1902_1.jpg,""
fullnews.php?news=1902,,ТРЕНІНГ З НАДАННЯ ПЕРШОЇ ДОМЕДИЧНОЇ ДОПОМОГИ
,images/news/1903_1.jpg,""
fullnews.php?news=1903,,ДЕНЬ ВІДКРИТИХ ДВЕРЕЙ – У ЧДБК АНШЛАГ
,images/news/1901_1.jpg,""
fullnews.php?news=1901,,"ВРУЧЕННЯ ДИПЛОМІВ ВИПУСКНИКАМ УНІВЕРСИТЕТУ ПРИКЛАДНИХ НАУК ISMA (М.РИГА, ЛАТВІЯ)"
,images/news/1895_1.jpg,""
fullnews.php?news=1895,,РЕЗУЛЬТАТИ ПУБЛІЧНОГО КОНКУРСУ НА УЧАСТЬ У ПРОГРАМІ ЕРАЗМУС+ КА171
,images/news/1896_1.jpg,""
fullnews.php?news=1896,,Знання завжди в ціні: Турцевич Юлія
,images/news/1900_1.jpg,""
fullnews.php?news=1900,,ВІДКРИТТЯ IT KIДС 9 СЕЗОН
,images/news/1894_1.jpg,""
fullnews.php?news=1894,,ВОЛОНТЕРИ ЧДБК ДОПОМОГЛИ ОТРИМАТИ ЧЕРГОВУ ГУМАНІТАРКУ ВІД ЮНІСЕФ
,images/news/1893_1.jpg,""
fullnews.php?news=1893,,МАЙСТЕР-КЛАС З РОЗПИСУ ЕКО-СУМОК ВІД ВОЛОНТЕРІВ ЧДБК
,images/news/1890_1.jpg,""
fullnews.php?news=1890,,ДЕНЬ ПАМ‘ЯТІ ТАРАСА ГРИГОРОВИЧА ШЕВЧЕНКА
,images/news/1891_1.jpg,""
fullnews.php?news=1891,,ОПРИЛЮДНЕНО ЗВІТ Т.В.О. ДИРЕКТОРА ЧЕРКАСЬКОГО ДЕРЖАВНОГО БІЗНЕС-КОЛЕДЖУ ОЛЕГА КУКЛІНА
,images/news/1892_1.jpg,""
fullnews.php?news=1892,,«КОЛЕДЖ У МІЖНАРОДНИХ РЕЙТИНГАХ» – НОВА ВКЛАДКА НА САЙТІ ЧДБК 
,images/news/1888_1.jpg,""
fullnews.php?news=1888,,ПРИВІТАННЯ З НАГОДИ МІЖНАРОДНОГО ЖІНОЧОГО ДНЯ
,images/news/1884_1.jpg,""
fullnews.php?news=1884,,БІЗНЕС-КОЛЕДЖ ДОДАТКОВО ОТРИМАЄ 2 МЛН ГРИВЕНЬ
,images/news/1885_1.jpg,""
fullnews.php?news=1885,,МІНІСТЕРСТВО ОСВІТИ І НАУКИ УКРАЇНИ ПРО СТУДЕНТА ЧДБК
,images/news/1886_1.jpg,""
fullnews.php?news=1886,,ВІТАЄМО З ВІДЗНАКАМИ!
,images/news/1887_1.jpg,""
fullnews.php?news=1887,,ПОДЯКА ВОЛОНТЕРАМ ЧДБК
,images/news/1889_1.jpg,""
fullnews.php?news=1889,,На покуті душі – Україна
,images/news/1882_1.jpg,""
fullnews.php?news=1882,,"529 ТИС ГРН – МІСЯЧНИЙ СТИПЕНДІАЛЬНИЙ ФОНД 
ЧДБК У ЛЮТОМУ
"
,images/news/1883_1.jpg,""
fullnews.php?news=1883,,ЗАСІДАННЯ НАУКОВОЇ РАДИ ЧДБК
,images/news/1880_1.jpg,""
fullnews.php?news=1880,,"ПУБЛІЧНИЙ КОНКУРС 
НА УЧАСТЬ У ПРОГРАМІ ЕРАЗМУС+ КА171
"
,images/news/1881_1.jpg,""
fullnews.php?news=1881,,ДУША У СЛОВА НА СТОРОЖІ
,images/news/1878_1.jpg,""
fullnews.php?news=1878,,ПЕРШІ ЗАНЯТТЯ АНГЛОМОВНОГО КУРСУ ДЛЯ АЙТІВЦІВ
,images/news/1879_1.jpg,""
fullnews.php?news=1879,,ЧДБК – ЄДИНИЙ КОЛЕДЖ В ЗАГАЛЬНОСВІТОВОМУ РЕЙТИНГУ AD SCIENTIFIC INDEX – 2023
,images/news/1876_1.jpg,""
fullnews.php?news=1876,,ВИПУСК СТУДЕНТІВ ЗАОЧНОЇ ФОРМИ НАВЧАННЯ!
,images/news/1877_1.jpg,""
fullnews.php?news=1877,,"XV ВСЕУКРАЇНСЬКА НАУКОВО-ПРАКТИЧНА КОНФЕРЕНЦІЯ «ТЕНДЕНЦІЇ ТА ПЕРСПЕКТИВИ РОЗВИТКУ ЕКОНОМІКИ УКРАЇНИ В УМОВАХ СУЧАСНИХ ВИКЛИКІВ»

"
,images/news/1875_1.jpg,""
fullnews.php?news=1875,,IT KIДС 9 СЕЗОН
,images/news/1874_1.jpg,""
fullnews.php?news=1874,,ХV Студентська науково-практична конференція «Тенденції розвитку ІТ-технологій в Україні»
,images/news/1873_1.jpg,""
fullnews.php?news=1873,,ДЕПУТАТ ЧЕРКАСЬКОЇ ОБЛАСНОЇ РАДИ ОЛЕГ КУКЛІН ВРУЧИВ ПОСВІДЧЕННЯ ПОМІЧНИКІВ-КОНСУЛЬТАНТІВ
,images/news/1871_1.jpg,""
fullnews.php?news=1871,,СТУДЕНТИ ЧДБК ПРИСТУПИЛИ ДО НАВЧАННЯ В РИЗІ
,images/news/1872_1.jpg,""
fullnews.php?news=1872,,ОКОПНІ СВІЧКИ ДЛЯ ЗСУ!
,images/news/1870_1.jpg,""
fullnews.php?news=1870,,ДО УВАГИ СТУДЕНТІВ ТА ВИКЛАДАЧІВ!
,images/news/1869_1.jpg,""
fullnews.php?news=1869,,ПРОФЕСОР ОЛЕГ КУКЛІН ПРОТЕСТУВАВ CHATGPT
,images/news/1867_1.jpg,""
fullnews.php?news=1867,,"СТУДЕНТ БІЗНЕС-КОЛЕДЖУ ПРОЙШОВ ПРАКТИКУ
У ПАРЛАМЕНТІ ВЕЛИКОБРИТАНІЇ
"
,images/news/1868_1.jpg,""
fullnews.php?news=1868,,ПІДПИСАНО МЕМОРАНДУМ ПРО СПІВПРАЦЮ З НАЙБІЛЬШОЮ У СВІТІ МОЛОДІЖНОЮ ОРГАНІЗАЦІЄЮ
,images/news/1866_1.jpg,""
fullnews.php?news=1866,,БЛАГОДІЙНА АКЦІЯ ДЛЯ ДІТЕЙ З ОСОБЛИВИМИ ПОТРЕБАМИ ВІДБУЛАСЯ У БІЗНЕС-КОЛЕДЖІ ДО ДНЯ ВСІХ ЗАКОХАНИХ
,images/news/1864_1.jpg,""
fullnews.php?news=1864,,БІЗНЕС-КОЛЕДЖ НЕ БУДЕ ПРОВОДИТИ ПОВНУ ІНДЕКСАЦІЮ ОПЛАТИ ЗА НАВЧАННЯ ЧЕРЕЗ ІНФЛЯЦІЮ
,images/news/1865_1.jpg,""
fullnews.php?news=1865,,НОВИЙ УНІКАЛЬНИЙ АНГЛОМОВНИЙ КУРС ДЛЯ АЙТІВЦІВ
,images/news/1863_1.jpg,""
fullnews.php?news=1863,,МАЙСТЕР-КЛАС ДЛЯ ДІТЕЙ З ВНУТРІШНЬО ПЕРЕМІЩЕНИХ СІМЕЙ ДО ДНЯ СВЯТОГО ВАЛЕНТИНА
,images/news/1862_1.jpg,""
fullnews.php?news=1862,,СТУДЕНТИ БІЗНЕС-КОЛЕДЖУ ОТРИМАЛИ БАЗОВІ ЗНАННЯ З ТАКТИЧНОЇ МЕДИЦИНИ ТА МІННОЇ БЕЗПЕКИ
,images/news/1861_1.jpg,""
fullnews.php?news=1861,,БІЗНЕС-КОЛЕДЖ УВІЙШОВ ДО ТОП-100 КРАЩИХ УНІВЕРСИТЕТІВ УКРАЇНИ
,images/news/1860_1.jpg,""
fullnews.php?news=1860,,ІСТОРИЧНИЙ ЕКСКУРС «КАЛЕНДАР ЗНАМЕННИХ ПОДІЙ СІЧНЯ»
,images/news/1859_1.jpg,""
fullnews.php?news=1859,,ВІТАЄМО СТУДЕНТІВ БІЗНЕС-КОЛЕДЖУ З УСПІШНИМ ПРОХОДЖЕННЯМ У ПІВФІНАЛ ВІДБОРУ ГРАНТОВОЇ ПРОГРАМИ «ІНІЦІАТИВА МІСЦЕВИХ КОЛЕДЖІВ» ВІД ДЕРЖДЕПУ США
,images/news/1830_1.jpg,""
fullnews.php?news=1830,,"ЗИМОВИЙ НАБІР ДО УНІВЕРСИТЕТУ ПРИКЛАДНИХ НАУК ISMA (М.РИГА, ЛАТВІЯ)"
,images/news/1857_1.jpg,""
fullnews.php?news=1857,,515 ТИС ГРН – МІСЯЧНИЙ СТИПЕНДІАЛЬНИЙ ФОНД ЧДБК У СІЧНІ
,images/news/1858_1.jpg,""
fullnews.php?news=1858,,ПРО ОРГАНІЗАЦІЮ ОСВІТНЬОГО ПРОЦЕСУ З 06 ЛЮТОГО
,images/news/1856_1.jpg,""
fullnews.php?news=1856,,"ВІТАЄМО З ОТРИМАННЯМ ВІДЗНАКИ ГОЛОВНОКОМАНДУВАЧА ЗБРОЙНИХ СИЛ УКРАЇНИ ВАЛЕРІЯ ЗАЛУЖНОГО

"
,images/news/1855_1.jpg,""
fullnews.php?news=1855,,ПОЧАТОК НАВЧАННЯ У ІІ СЕМЕСТРІ 2022-2023 Н.Р. ДЛЯ СТУДЕНТІВ 3 КУРСУ
,images/news/1853_1.jpg,""
fullnews.php?news=1853,,ОБЛАСНИЙ СЕМІНАР СТОСОВНО АКРЕДИТАЦІЇ ОСВІТНЬО-ПРОФЕСІЙНИХ ПРОГРАМ ФАХОВОЇ ПЕРЕДВИЩОЇ ОСВІТИ ВІДБУВСЯ НА БАЗІ ЧДБК
,images/news/1854_1.jpg,""
fullnews.php?news=1854,,НАСТАНОВЧА ЗУСТРІЧ ЗІ СТУДЕНТАМИ НА ВИРОБНИЧУ ПРАКТИКУ
,images/news/1852_1.jpg,""
fullnews.php?news=1852,,ВІТАЄМО З ВІДЗНАКАМИ!
,images/news/1850_1.jpg,""
fullnews.php?news=1850,,НОВІ МОЖЛИВОСТІ МІЖНАРОДНОЇ СПІВПРАЦІ
,images/news/1851_1.jpg,""
fullnews.php?news=1851,,ВІТАЄМО З УСПІШНИМ ЗАХИСТОМ МАГІСТЕРСЬКИХ РОБІТ У ЄВРОПЕЙСЬКОМУ УНІВЕРСИТЕТІ ПРИКЛАДНИХ НАУК ISMA!
,images/news/1849_1.jpg,""
fullnews.php?news=1849,,Результати конкурсного відбору студентів для програми академічної мобільності «Еразмус+» 
,images/news/1848_1.jpg,""
fullnews.php?news=1848,,"ВІТАЄМО З ДНЕМ НАРОДЖЕННЯ!
"
,images/news/1847_1.jpg,""
fullnews.php?news=1847,,НАЧАЛЬНИК ЧЕРКАСЬКОЇ ОБЛАСНОЇ ВІЙСЬКОВОЇ АДМІНІСТРАЦІЇ ВІДВІДАВ ЧДБК.
,images/news/1846_1.jpg,""
fullnews.php?news=1846,,Волонтери ЧДБК завітали до Центру комплексної реабілітації «Жага життя»
,images/news/1845_1.jpg,""
fullnews.php?news=1845,,Зимовий онлайн MriyDiy Project Camp
,images/news/1844_1.jpg,""
fullnews.php?news=1844,,Вітання директора з Новим Роком!
,images/news/1843_1.jpg,""
fullnews.php?news=1843,,БІЗНЕС-КОЛЕДЖ ПІДПИСАВ МЕМОРАНДУМ ПРО СПІВПРАЦЮ З ДЕПАРТАМЕНТОМ КІБЕРПОЛІЦІЇ НАЦІОНАЛЬНОЇ ПОЛІЦІЇ УКРАЇНИ
,images/news/1841_1.jpg,""
fullnews.php?news=1841,,ЗАСІДАННЯ ВЧЕНОЇ РАДИ
,images/news/1842_1.jpg,""
fullnews.php?news=1842,,"ВІТАЄМО СТИПЕНДІАТІВ 
ЧЕРКАСЬКОГО ДЕРЖАВНОГО БІЗНЕС-КОЛЕДЖУ
"
,images/news/1840_1.jpg,""
fullnews.php?news=1840,,"КОНФЕРЕНЦІЯ ТРУДОВОГО КОЛЕКТИВУ 
ЧЕРКАСЬКОГО ДЕРЖАВНОГО БІЗНЕС-КОЛЕДЖУ
"
,images/news/1838_1.jpg,""
fullnews.php?news=1838,,ЗАСІДАННЯ НАУКОВОЇ РАДИ ЧДБК
,images/news/1839_1.jpg,""
fullnews.php?news=1839,,ВИКЛАДАЧ ЧДБК АКТИВНО ДОЛУЧАЄТЬСЯ ДО БЛАГОДІЙНОЇ ДІЯЛЬНОСТІ НА ПІДТРИМКУ ЗСУ
,images/news/1836_1.jpg,""
fullnews.php?news=1836,,"ВОЛОНТЕРИ ЧДБК ПРИДБАЛИ АМУНІЦІЮ ДЛЯ БАТЬКА СТУДЕНТКИ, ЩО ВОЮЄ НА ФРОНТІ"
,images/news/1837_1.jpg,""
fullnews.php?news=1837,,ЗАВЕРШЕННЯ ВОСЬМОГО СЕЗОНУ IT KIDS
,images/news/1834_1.jpg,""
fullnews.php?news=1834,,ВІТАЄМО З ПЕРЕМОГОЮ!
,images/news/1835_1.jpg,""
fullnews.php?news=1835,,ПІДСУМКИ БЛАГОДІЙНОЇ ІНІЦІАТИВИ ПРОФКОМУ ЧДБК
,images/news/1831_1.jpg,""
fullnews.php?news=1831,,ВІТАЄМО З ОТРИМАННЯМ ПОЧЕСНОЇ ВІДЗНАКИ!
,images/news/1832_1.jpg,""
fullnews.php?news=1832,,"РОБИМО ДОБРІ СПРАВИ РАЗОМ!
ВОЛОНТЕРИ ЧДБК ВІДВІДАЛИ ДІТЕЙ ІЗ СЄВЄРОДОНЕЦЬКА
"
,images/news/1833_1.jpg,""
fullnews.php?news=1833,,УНІКАЛЬНИЙ СПІЛЬНИЙ ПРОЄКТ ЧДБК ТА ІТ-КОМПАНІЇ TRIARE
,images/news/1828_1.jpg,""
fullnews.php?news=1828,,НАВЧАННЯ У США: ПРОГРАМА «ІНІЦІАТИВА МІСЦЕВИХ КОЛЕДЖІВ»(CCI)
,images/news/1829_1.jpg,""
fullnews.php?news=1829,,СТУДЕНТСЬКІ ДЕБАТИ «ХТО УСПІШНІЙШИЙ В БІЗНЕСІ: «ЧОЛОВІКИ ПРОТИ ЖІНОК» ВІД БІЗНЕС КЛУБУ
,images/news/1826_1.jpg,""
fullnews.php?news=1826,,ПЕРШИЙ ЗАСТУПНИК ДИРЕКТОРА НАДІЯ АЗЬМУК ВИГРАЛА ГРАНТ НА СТАЖУВАННЯ У НІМЕЧЧИНІ З КІБЕРБЕЗПЕКИ
,images/news/1827_1.jpg,""
fullnews.php?news=1827,,ВИДІЛЕНО ДОДАТКОВІ МІСЦЯ РЕГІОНАЛЬНОГО ЗАМОВЛЕННЯ ДЛЯ ОСОБЛИВИХ КАТЕГОРІЙ ЗДОБУВАЧІВ ОСВІТИ
,images/news/1824_1.jpg,""
fullnews.php?news=1824,,ДЕНЬ МІСЦЕВОГО САМОВРЯДУВАННЯ & ШКОЛА МОЛОДОГО ЛІДЕРА ЧДБК
,images/news/1825_1.jpg,""
fullnews.php?news=1825,,ТРЕНІНГ З ЦИФРОВОГО ЕТИКЕТУ ДЛЯ УЧАСНИКІВ ШКОЛИ МОЛОДОГО ЛІДЕРА
,images/news/1823_1.jpg,""
fullnews.php?news=1823,,ЕКСКУРСІЯ ДО ГОЛОВНОГО УПРАВЛІННЯ ДЕРЖАВНОЇ ПОДАТКОВОЇ СЛУЖБИ У ЧЕРКАСЬКІЙ ОБЛАСТІ
,images/news/1821_1.jpg,""
fullnews.php?news=1821,,Привітання Президента із Днем Збройних Сил України!
,images/news/1822_1.jpg,""
fullnews.php?news=1822,,"ПІДСУМКИ БЛАГОДІЙНОГО ОНЛАЙН-АУКЦІОНУ 
ЗІ ЗБОРУ КОШТІВ НА ДОПОМОГУ ЗСУ – ЗІБРАНО 6096 ГРН
"
,images/news/1820_1.jpg,""
fullnews.php?news=1820,,З Міжнародним днем волонтера!
,images/news/1818_1.jpg,""
fullnews.php?news=1818,,"ВІТАЄМО З ВРУЧЕННЯМ ДЕРЖАВНОЇ НАГОРОДИ 
«ЗАСЛУЖЕНИЙ ПРАЦІВНИК ОСВІТИ УКРАЇНИ»!
"
,images/news/1819_1.jpg,""
fullnews.php?news=1819,,"Вітаємо Максима БОГУНА
з отриманням Почесної грамоти Черкаської ОВА
"
,images/news/1817_1.jpg,""
fullnews.php?news=1817,,"СТИПЕНДІАЛЬНИЙ ФОНД ЧДБК ЗА ЛИСТОПАД СКЛАВ 0,532 МЛН ГРН"
,images/news/1815_1.jpg,""
fullnews.php?news=1815,,ВІТАЄМО ВІТАЛІЯ ВІТРЯКА – НОВООБРАНОГО ГОЛОВУ СТУДЕНТСЬКОЇ РАДИ ЧДБК!
,images/news/1816_1.jpg,""
fullnews.php?news=1816,,"Пілотний проєкт з добровільного медичного страхування 
для студентської молоді
"
,images/news/1814_1.jpg,""
fullnews.php?news=1814,,БЛАГОДІЙНИЙ ОНЛАЙН АУКЦІОН ЗІ ЗБОРУ КОШТІВ НА ДОПОМОГУ ЗСУ
,images/news/1812_1.jpg,""
fullnews.php?news=1812,,Завершення курсу «Основи кібербезпеки»
,images/news/1813_1.jpg,""
fullnews.php?news=1813,,Особливі умови медичного страхування для студентів ЧДБК
,images/news/1810_1.jpg,""
fullnews.php?news=1810,,Підсумки змагань з настільного тенісу
,images/news/1811_1.jpg,""
fullnews.php?news=1811,,Розпочато заліково-екзаменаційну сесію
,images/news/1808_1.jpg,""
fullnews.php?news=1808,,КІБЕРБЕЗПЕКА В УМОВАХ ВІЙНИ
,images/news/1809_1.jpg,""
fullnews.php?news=1809,,"Урок мужності до Дня Гідності та Свободи 
«Україна – країна нескорених!»
"
,images/news/1807_1.jpg,""
fullnews.php?news=1807,,Звіт про витрати на допомогу  ЗСУ
,images/news/1806_1.jpg,""
fullnews.php?news=1806,,ВІДКРИТА ЛЕКЦІЯ ВІД САНТА-ФЕ КОЛЕДЖУ 
,images/news/1803_1.jpg,""
fullnews.php?news=1803,,РОБОЧИЙ ВІЗИТ ОЧІЛЬНИКА ЧЕРКАСЬКОЇ ОБЛАСНОЇ ВІЙСЬКОВОЇ АДМІНІСТРАЦІЇ ІГОРЯ ТАБУРЦЯ
,images/news/1805_1.jpg,""
fullnews.php?news=1805,,ЗАСІДАННЯ ІСТОРИЧНОГО КЛУБУ ЧДБК В ОБЛАСНОМУ КРАЄЗНАВЧОМУ МУЗЕЇ
,images/news/1804_1.jpg,""
fullnews.php?news=1804,,ВІТАЄМО ЧЕМПІОНІВ З ВОЛЕЙБОЛУ!
,images/news/1801_1.jpg,""
fullnews.php?news=1801,,СТУДЕНТИ ЧДБК ДІЗНАВАЛИСЯ ПРО МАРКЕТИНГОВІ ТРЕНДИ ВІД ВІДОМИХ УКРАЇНСЬКИХ КОМПАНІЙ
,images/news/1802_1.jpg,""
fullnews.php?news=1802,,МІЖНАРОДНИЙ ДЕНЬ СТУДЕНТІВ 2022
,images/news/1799_1.jpg,""
fullnews.php?news=1799,,"З МІЖНАРОДНИМ ДНЕМ СТУДЕНТА!
"
,images/news/1800_1.jpg,""
fullnews.php?news=1800,,ЗАСІДАННЯ ГОЛІВ СТУДЕНТСЬКИХ РАД ЧЕРКАЩИНИ
,images/news/1796_1.jpg,""
fullnews.php?news=1796,,КОНКУРС НА ОТРИМАННЯ СТИПЕНДІЙ НА НАВЧАННЯ В РАМКАХ «ЕРАЗМУС+» 
,images/news/1797_1.jpg,""
fullnews.php?news=1797,,"УСПІШНЕ ЗАВЕРШЕННЯ АМЕРИКАНСЬКОГО КУРСУ
«ОСНОВИ ЕФЕКТИВНОЇ КОМУНІКАЦІЇ»
"
,images/news/1798_1.jpg,""
fullnews.php?news=1798,,НОВИЙ КУРС ІНТЕРАКТИВНИХ ЗАНЯТЬ З НОСІЄМ АНГЛІЙСЬКОЇ МОВИ
,images/news/1793_1.jpg,""
fullnews.php?news=1793,,ШЕВЧЕНКОВЕ ПРОРОЧЕ СЛОВО КРІЗЬ ВІКИ НЕ ВТРАЧАЄ СВОЮ АКТУАЛЬНІСТЬ
,images/news/1794_1.jpg,""
fullnews.php?news=1794,,207 ТИС ГРН – ПОГАШЕНО ЗАБОРГОВАНІСТЬ ПО СТИПЕНДІАЛЬНОМУ ФОНДУ ЗА ЖОВТЕНЬ
,images/news/1795_1.jpg,""
fullnews.php?news=1795,,"ЗАСІДАННЯ МАРКЕТИНГОВОГО КЛУБУ НА ТЕМУ
«КАР’ЄРА У СФЕРІ МІЖНАРОДНОЇ ЛОГІСТИКИ»
"
,images/news/1791_1.jpg,""
fullnews.php?news=1791,,КРУГЛИЙ СТІЛ «ЗМІНА ПОВЕДІНКИ СПОЖИВАЧІВ В УМОВАХ ВОЄННОГО СТАНУ»
,images/news/1789_1.jpg,""
fullnews.php?news=1789,,ІНТЕЛЕКТУАЛЬНА ФІНАНСОВА ГРА «НАЙРОЗУМНІШИЙ»
,images/news/1790_1.jpg,""
fullnews.php?news=1790,,ВОЛОНТЕРИ ЧДБК ДОПОМОГЛИ ОТРИМАТИ ГУМАНІТАРКУ ВІД ЮНІСЕФ
,images/news/1787_1.jpg,""
fullnews.php?news=1787,,КУРСИ АНГЛІЙСЬКОЇ МОВИ ДЛЯ ВИКЛАДАЧІВ
,images/news/1788_1.jpg,""
fullnews.php?news=1788,,МОВНИЙ ЛАБІРИНТ «КОРІННЯ І КРОНА РІДНОЇ МОВИ»
,images/news/1792_1.jpg,""
fullnews.php?news=1792,,«STUD IT OPEN»
,images/news/1786_1.jpg,""
fullnews.php?news=1786,,РАДІОДИКТАНТ НАЦІОНАЛЬНОЇ ЄДНОСТІ-2022
,images/news/1785_1.jpg,""
fullnews.php?news=1785,,БЛАГОДІЙНИЙ ЯРМАРОК НА ПІДТРИМКУ ЗСУ – ЗІБРАНО 30 520 ГРН!
,images/news/1782_1.jpg,""
fullnews.php?news=1782,,ЗАСІДАННЯ ІСТОРИЧНОГО КЛУБУ ЧДБК НА ТЕМУ УКРАЇНСЬКОГО КОЗАЦТВА
,images/news/1783_1.jpg,""
fullnews.php?news=1783,,РЕЗУЛЬТАТИ І ЕТАПУ ХХІІІ МІЖНАРОДНОГО КОНКУРСУ ЗНАВЦІВ УКРАЇНСЬКОЇ МОВИ ІМЕНІ ПЕТРА ЯЦИКА
,images/news/1784_1.jpg,""
fullnews.php?news=1784,,"РЕЗУЛЬТАТИ І ЕТАПУ ХІІІ МІЖНАРОДНОГО МОВНО-ЛІТЕРАТУРНОГО КОНКУРСУ ІМЕНІ ТАРАСА ШЕВЧЕНКА

"
,images/news/1780_1.jpg,""
